Date,Weekly Sales,Date,Store,Dept
2/1/2013,5067.6113,2/1/2013,24,33
2/8/2013,7010.498,2/8/2013,24,33
2/15/2013,5404.8883,2/15/2013,24,33
2/22/2013,5614.7065,2/22/2013,24,33
3/1/2013,5651.4123,3/1/2013,24,33
3/8/2013,5295.8969,3/8/2013,24,33
3/15/2013,5390.5391,3/15/2013,24,33
3/22/2013,6155.8302,3/22/2013,24,33
3/29/2013,5220.61,3/29/2013,24,33
4/5/2013,5848.7458,4/5/2013,24,33
4/12/2013,5456.6898,4/12/2013,24,33
4/19/2013,4707.8393,4/19/2013,24,33
4/26/2013,4473.6541,4/26/2013,24,33
5/3/2013,4681.0128,5/3/2013,24,33
5/10/2013,4681.7823,5/10/2013,24,33
5/17/2013,4881.8506,5/17/2013,24,33
5/24/2013,5764.8108,5/24/2013,24,33
5/31/2013,6121.0653,5/31/2013,24,33
6/7/2013,5613.9089,6/7/2013,24,33
6/14/2013,5220.6627,6/14/2013,24,33
6/21/2013,5210.2634,6/21/2013,24,33
6/28/2013,5692.6449,6/28/2013,24,33
7/5/2013,6561.2647,7/5/2013,24,33
7/12/2013,5563.467,7/12/2013,24,33
7/19/2013,5062.5964,7/19/2013,24,33
7/26/2013,5134.7038,7/26/2013,24,33
11/2/2012,12055.8665,11/2/2012,24,34
11/9/2012,14461.8927,11/9/2012,24,34
11/16/2012,13708.7777,11/16/2012,24,34
11/23/2012,15747.5886,11/23/2012,24,34
11/30/2012,13498.8035,11/30/2012,24,34
12/7/2012,17005.1471,12/7/2012,24,34
12/14/2012,17122.7417,12/14/2012,24,34
12/21/2012,19071.6385,12/21/2012,24,34
12/28/2012,16530.3328,12/28/2012,24,34
1/4/2013,10466.2986,1/4/2013,24,34
1/11/2013,9207.3024,1/11/2013,24,34
1/18/2013,8731.9637,1/18/2013,24,34
1/25/2013,8009.5319,1/25/2013,24,34
2/1/2013,10663.4294,2/1/2013,24,34
2/8/2013,13697.7087,2/8/2013,24,34
2/15/2013,13347.9266,2/15/2013,24,34
2/22/2013,13768.5448,2/22/2013,24,34
3/1/2013,11684.7104,3/1/2013,24,34
3/8/2013,14547.0959,3/8/2013,24,34
3/15/2013,15223.2626,3/15/2013,24,34
3/22/2013,15873.9144,3/22/2013,24,34
3/29/2013,13681.0795,3/29/2013,24,34
4/5/2013,15866.5341,4/5/2013,24,34
4/12/2013,16175.297,4/12/2013,24,34
4/19/2013,14857.3875,4/19/2013,24,34
4/26/2013,14238.3939,4/26/2013,24,34
5/3/2013,14923.9485,5/3/2013,24,34
5/10/2013,16892.7324,5/10/2013,24,34
5/17/2013,18056.0143,5/17/2013,24,34
5/24/2013,21603.5159,5/24/2013,24,34
5/31/2013,22258.2695,5/31/2013,24,34
6/7/2013,19788.7112,6/7/2013,24,34
6/14/2013,18496.3175,6/14/2013,24,34
6/21/2013,20980.2016,6/21/2013,24,34
6/28/2013,21176.2921,6/28/2013,24,34
7/5/2013,24618.3862,7/5/2013,24,34
7/12/2013,21068.9558,7/12/2013,24,34
7/19/2013,19132.5088,7/19/2013,24,34
7/26/2013,17254.2737,7/26/2013,24,34
11/2/2012,2294.2784,11/2/2012,24,35
11/9/2012,2840.7525,11/9/2012,24,35
11/16/2012,2870.7746,11/16/2012,24,35
11/23/2012,3108.1076,11/23/2012,24,35
11/30/2012,2677.075,11/30/2012,24,35
12/7/2012,2850.0777,12/7/2012,24,35
12/14/2012,3335.9868,12/14/2012,24,35
12/21/2012,4260.8287,12/21/2012,24,35
12/28/2012,2745.7844,12/28/2012,24,35
1/4/2013,1873.7989,1/4/2013,24,35
1/11/2013,1459.191,1/11/2013,24,35
1/18/2013,1538.9464,1/18/2013,24,35
1/25/2013,1328.0094,1/25/2013,24,35
2/1/2013,1697.4475,2/1/2013,24,35
2/8/2013,2669.4262,2/8/2013,24,35
2/15/2013,2736.3146,2/15/2013,24,35
2/22/2013,2851.1982,2/22/2013,24,35
3/1/2013,2116.1288,3/1/2013,24,35
3/8/2013,2744.8882,3/8/2013,24,35
3/15/2013,2950.4917,3/15/2013,24,35
3/22/2013,3331.4496,3/22/2013,24,35
3/29/2013,2668.7707,3/29/2013,24,35
4/5/2013,2882.6947,4/5/2013,24,35
4/12/2013,3132.1869,4/12/2013,24,35
4/19/2013,3345.8591,4/19/2013,24,35
4/26/2013,2895.3796,4/26/2013,24,35
5/3/2013,3795.6164,5/3/2013,24,35
5/10/2013,4516.0242,5/10/2013,24,35
5/17/2013,4392.9185,5/17/2013,24,35
5/24/2013,4827.0453,5/24/2013,24,35
5/31/2013,5339.1919,5/31/2013,24,35
6/7/2013,3335.7509,6/7/2013,24,35
6/14/2013,3631.0061,6/14/2013,24,35
6/21/2013,4753.9699,6/21/2013,24,35
6/28/2013,4641.383,6/28/2013,24,35
7/5/2013,4110.2153,7/5/2013,24,35
7/12/2013,3404.5277,7/12/2013,24,35
7/19/2013,3249.0867,7/19/2013,24,35
7/26/2013,2583.4669,7/26/2013,24,35
11/2/2012,1621.1464,11/2/2012,24,36
11/9/2012,1431.4197,11/9/2012,24,36
11/16/2012,1370.1744,11/16/2012,24,36
11/23/2012,1710.1084,11/23/2012,24,36
11/30/2012,2196.2293,11/30/2012,24,36
12/7/2012,1855.7056,12/7/2012,24,36
12/14/2012,1927.3504,12/14/2012,24,36
12/21/2012,3595.4894,12/21/2012,24,36
12/28/2012,2021.2025,12/28/2012,24,36
1/4/2013,1206.6716,1/4/2013,24,36
1/11/2013,1201.9054,1/11/2013,24,36
1/18/2013,1479.7212,1/18/2013,24,36
1/25/2013,1468.8952,1/25/2013,24,36
2/1/2013,1521.8156,2/1/2013,24,36
2/8/2013,2389.8691,2/8/2013,24,36
2/15/2013,1788.5908,2/15/2013,24,36
2/22/2013,2065.7172,2/22/2013,24,36
3/1/2013,1584.7629,3/1/2013,24,36
3/8/2013,1732.1981,3/8/2013,24,36
3/15/2013,1709.8053,3/15/2013,24,36
3/22/2013,1742.0591,3/22/2013,24,36
3/29/2013,1315.9319,3/29/2013,24,36
4/5/2013,1770.39,4/5/2013,24,36
4/12/2013,2129.3028,4/12/2013,24,36
4/19/2013,2069.8478,4/19/2013,24,36
4/26/2013,1433.5676,4/26/2013,24,36
5/3/2013,1220.9,5/3/2013,24,36
5/10/2013,1568.17,5/10/2013,24,36
5/17/2013,2515.3855,5/17/2013,24,36
5/24/2013,4261.0942,5/24/2013,24,36
5/31/2013,4445.9646,5/31/2013,24,36
6/7/2013,2887.1441,6/7/2013,24,36
6/14/2013,3432.4415,6/14/2013,24,36
6/21/2013,5765.0744,6/21/2013,24,36
6/28/2013,5500.6762,6/28/2013,24,36
7/5/2013,7233.5809,7/5/2013,24,36
7/12/2013,4135.8602,7/12/2013,24,36
7/19/2013,2946.1084,7/19/2013,24,36
7/26/2013,1996.5204,7/26/2013,24,36
11/2/2012,4271.5182,11/2/2012,24,37
11/9/2012,3877.3406,11/9/2012,24,37
11/16/2012,3221.3438,11/16/2012,24,37
11/23/2012,3212.0634,11/23/2012,24,37
11/30/2012,3134.3669,11/30/2012,24,37
12/7/2012,3572.6385,12/7/2012,24,37
12/14/2012,2913.9371,12/14/2012,24,37
12/21/2012,3163.4979,12/21/2012,24,37
12/28/2012,3127.4209,12/28/2012,24,37
1/4/2013,2915.3378,1/4/2013,24,37
1/11/2013,3177.6967,1/11/2013,24,37
1/18/2013,2914.5416,1/18/2013,24,37
1/25/2013,2753.7544,1/25/2013,24,37
2/1/2013,2425.9442,2/1/2013,24,37
2/8/2013,2888.5504,2/8/2013,24,37
2/15/2013,2908.8063,2/15/2013,24,37
2/22/2013,2846.682,2/22/2013,24,37
3/1/2013,2713.227,3/1/2013,24,37
3/8/2013,3094.0179,3/8/2013,24,37
3/15/2013,2957.4629,3/15/2013,24,37
3/22/2013,3102.1195,3/22/2013,24,37
3/29/2013,2837.4671,3/29/2013,24,37
4/5/2013,3025.4923,4/5/2013,24,37
4/12/2013,3030.7795,4/12/2013,24,37
4/19/2013,3166.1048,4/19/2013,24,37
4/26/2013,2933.9279,4/26/2013,24,37
5/3/2013,2921.5216,5/3/2013,24,37
5/10/2013,3218.4655,5/10/2013,24,37
5/17/2013,2914.7578,5/17/2013,24,37
5/24/2013,2908.583,5/24/2013,24,37
5/31/2013,2947.9805,5/31/2013,24,37
6/7/2013,2488.1901,6/7/2013,24,37
6/14/2013,2892.8789,6/14/2013,24,37
6/21/2013,2770.4212,6/21/2013,24,37
6/28/2013,2902.4149,6/28/2013,24,37
7/5/2013,3177.5878,7/5/2013,24,37
7/12/2013,3154.2299,7/12/2013,24,37
7/19/2013,3148.2303,7/19/2013,24,37
7/26/2013,3266.8043,7/26/2013,24,37
11/2/2012,58630.7716,11/2/2012,24,38
11/9/2012,59305.3073,11/9/2012,24,38
11/16/2012,58996.1781,11/16/2012,24,38
11/23/2012,56264.7573,11/23/2012,24,38
11/30/2012,61937.3557,11/30/2012,24,38
12/7/2012,58161.6124,12/7/2012,24,38
12/14/2012,58228.172,12/14/2012,24,38
12/21/2012,58969.0011,12/21/2012,24,38
12/28/2012,59658.9239,12/28/2012,24,38
1/4/2013,66597.2037,1/4/2013,24,38
1/11/2013,69632.944,1/11/2013,24,38
1/18/2013,71358.9878,1/18/2013,24,38
1/25/2013,65875.3863,1/25/2013,24,38
2/1/2013,63664.2662,2/1/2013,24,38
2/8/2013,59601.9386,2/8/2013,24,38
2/15/2013,60215.062,2/15/2013,24,38
2/22/2013,61933.4808,2/22/2013,24,38
3/1/2013,65644.0811,3/1/2013,24,38
3/8/2013,63165.7183,3/8/2013,24,38
3/15/2013,62541.59,3/15/2013,24,38
3/22/2013,62015.8574,3/22/2013,24,38
3/29/2013,66256.7078,3/29/2013,24,38
4/5/2013,57166.7431,4/5/2013,24,38
4/12/2013,58484.6765,4/12/2013,24,38
4/19/2013,57151.9921,4/19/2013,24,38
4/26/2013,62714.9876,4/26/2013,24,38
5/3/2013,63205.582,5/3/2013,24,38
5/10/2013,58902.2699,5/10/2013,24,38
5/17/2013,63766.5875,5/17/2013,24,38
5/24/2013,62648.3297,5/24/2013,24,38
5/31/2013,63125.8759,5/31/2013,24,38
6/7/2013,57127.755,6/7/2013,24,38
6/14/2013,55952.6781,6/14/2013,24,38
6/21/2013,56325.7227,6/21/2013,24,38
6/28/2013,58458.4833,6/28/2013,24,38
7/5/2013,57655.5217,7/5/2013,24,38
7/12/2013,58731.7977,7/12/2013,24,38
7/19/2013,59550.4386,7/19/2013,24,38
7/26/2013,61304.2047,7/26/2013,24,38
11/2/2012,48196.5892,11/2/2012,24,40
11/9/2012,48966.3075,11/9/2012,24,40
11/16/2012,46785.8785,11/16/2012,24,40
11/23/2012,47257.4271,11/23/2012,24,40
11/30/2012,47608.5165,11/30/2012,24,40
12/7/2012,49170.0064,12/7/2012,24,40
12/14/2012,47363.1643,12/14/2012,24,40
12/21/2012,47401.0063,12/21/2012,24,40
12/28/2012,47122.8368,12/28/2012,24,40
1/4/2013,48546.3004,1/4/2013,24,40
1/11/2013,47626.313,1/11/2013,24,40
1/18/2013,46975.8673,1/18/2013,24,40
1/25/2013,47286.4961,1/25/2013,24,40
2/1/2013,47681.4283,2/1/2013,24,40
2/8/2013,48723.8218,2/8/2013,24,40
2/15/2013,46825.0535,2/15/2013,24,40
2/22/2013,47139.0466,2/22/2013,24,40
3/1/2013,46037.8861,3/1/2013,24,40
3/8/2013,47006.0348,3/8/2013,24,40
3/15/2013,45382.2776,3/15/2013,24,40
3/22/2013,44565.9322,3/22/2013,24,40
3/29/2013,46223.9382,3/29/2013,24,40
4/5/2013,48579.8224,4/5/2013,24,40
4/12/2013,47219.3418,4/12/2013,24,40
4/19/2013,46134.7351,4/19/2013,24,40
4/26/2013,45709.9118,4/26/2013,24,40
5/3/2013,48601.8769,5/3/2013,24,40
5/10/2013,48062.3529,5/10/2013,24,40
5/17/2013,46773.7748,5/17/2013,24,40
5/24/2013,47251.0692,5/24/2013,24,40
5/31/2013,48026.6021,5/31/2013,24,40
6/7/2013,49296.3585,6/7/2013,24,40
6/14/2013,47454.6648,6/14/2013,24,40
6/21/2013,47344.6952,6/21/2013,24,40
6/28/2013,47250.0514,6/28/2013,24,40
7/5/2013,51819.0038,7/5/2013,24,40
7/12/2013,50210.4487,7/12/2013,24,40
7/19/2013,49251.5921,7/19/2013,24,40
7/26/2013,49275.3352,7/26/2013,24,40
11/2/2012,1290.8774,11/2/2012,24,41
11/9/2012,1398.7862,11/9/2012,24,41
11/16/2012,1632.6266,11/16/2012,24,41
11/23/2012,1928.8942,11/23/2012,24,41
11/30/2012,1671.683,11/30/2012,24,41
12/7/2012,2316.9379,12/7/2012,24,41
12/14/2012,2539.4311,12/14/2012,24,41
12/21/2012,4246.338,12/21/2012,24,41
12/28/2012,1908.2589,12/28/2012,24,41
1/4/2013,757.2018,1/4/2013,24,41
1/11/2013,824.1038,1/11/2013,24,41
1/18/2013,1105.6906,1/18/2013,24,41
1/25/2013,1401.5167,1/25/2013,24,41
2/1/2013,2758.3871,2/1/2013,24,41
2/8/2013,3030.6289,2/8/2013,24,41
2/15/2013,2141.388,2/15/2013,24,41
2/22/2013,1607.1631,2/22/2013,24,41
3/1/2013,1483.8607,3/1/2013,24,41
3/8/2013,1561.0886,3/8/2013,24,41
3/15/2013,1538.9601,3/15/2013,24,41
3/22/2013,1518.5132,3/22/2013,24,41
3/29/2013,1327.3877,3/29/2013,24,41
4/5/2013,1269.9731,4/5/2013,24,41
4/12/2013,1507.5152,4/12/2013,24,41
4/19/2013,1369.4183,4/19/2013,24,41
4/26/2013,1370.0678,4/26/2013,24,41
5/3/2013,1723.7372,5/3/2013,24,41
5/10/2013,1689.6836,5/10/2013,24,41
5/17/2013,1680.3378,5/17/2013,24,41
5/24/2013,1437.2799,5/24/2013,24,41
5/31/2013,1453.8629,5/31/2013,24,41
6/7/2013,1893.6605,6/7/2013,24,41
6/14/2013,2211.6435,6/14/2013,24,41
6/21/2013,2143.2338,6/21/2013,24,41
6/28/2013,1776.074,6/28/2013,24,41
7/5/2013,1326.1747,7/5/2013,24,41
7/12/2013,1446.7255,7/12/2013,24,41
7/19/2013,1321.6224,7/19/2013,24,41
7/26/2013,1202.1445,7/26/2013,24,41
11/2/2012,6306.0955,11/2/2012,24,42
11/9/2012,6996.2888,11/9/2012,24,42
11/16/2012,6286.2845,11/16/2012,24,42
11/23/2012,6345.9091,11/23/2012,24,42
11/30/2012,6284.4364,11/30/2012,24,42
12/7/2012,6041.9502,12/7/2012,24,42
12/14/2012,5661.4974,12/14/2012,24,42
12/21/2012,6032.2443,12/21/2012,24,42
12/28/2012,5461.4996,12/28/2012,24,42
1/4/2013,5478.3978,1/4/2013,24,42
1/11/2013,5127.7754,1/11/2013,24,42
1/18/2013,4928.2445,1/18/2013,24,42
1/25/2013,4999.9659,1/25/2013,24,42
2/1/2013,5512.5936,2/1/2013,24,42
2/8/2013,5440.9602,2/8/2013,24,42
2/15/2013,5466.1071,2/15/2013,24,42
2/22/2013,5831.5078,2/22/2013,24,42
3/1/2013,5360.7789,3/1/2013,24,42
3/8/2013,6125.9725,3/8/2013,24,42
3/15/2013,6183.844,3/15/2013,24,42
3/22/2013,6250.4424,3/22/2013,24,42
3/29/2013,6274.5799,3/29/2013,24,42
4/5/2013,6796.8753,4/5/2013,24,42
4/12/2013,6139.9709,4/12/2013,24,42
4/19/2013,6417.8718,4/19/2013,24,42
4/26/2013,6368.8703,4/26/2013,24,42
5/3/2013,6378.7024,5/3/2013,24,42
5/10/2013,6784.9412,5/10/2013,24,42
5/17/2013,6217.77,5/17/2013,24,42
5/24/2013,6636.3017,5/24/2013,24,42
5/31/2013,6361.9636,5/31/2013,24,42
6/7/2013,7124.3231,6/7/2013,24,42
6/14/2013,6070.8461,6/14/2013,24,42
6/21/2013,6239.119,6/21/2013,24,42
6/28/2013,5970.1854,6/28/2013,24,42
7/5/2013,6609.1402,7/5/2013,24,42
7/12/2013,6176.533,7/12/2013,24,42
7/19/2013,6346.7446,7/19/2013,24,42
7/26/2013,6338.3382,7/26/2013,24,42
6/21/2013,3622.4499,6/21/2013,24,43
11/2/2012,4368.6438,11/2/2012,24,44
11/9/2012,4731.503,11/9/2012,24,44
11/16/2012,4898.3346,11/16/2012,24,44
11/23/2012,5675.7463,11/23/2012,24,44
11/30/2012,5359.3437,11/30/2012,24,44
12/7/2012,7117.8666,12/7/2012,24,44
12/14/2012,8280.3957,12/14/2012,24,44
12/21/2012,10826.1548,12/21/2012,24,44
12/28/2012,5443.8353,12/28/2012,24,44
1/4/2013,3843.8725,1/4/2013,24,44
1/11/2013,3902.4084,1/11/2013,24,44
1/18/2013,4045.5448,1/18/2013,24,44
1/25/2013,3955.1933,1/25/2013,24,44
2/1/2013,4248.8544,2/1/2013,24,44
2/8/2013,4986.3303,2/8/2013,24,44
2/15/2013,5323.8865,2/15/2013,24,44
2/22/2013,4636.4568,2/22/2013,24,44
3/1/2013,4133.4148,3/1/2013,24,44
3/8/2013,4393.9367,3/8/2013,24,44
3/15/2013,4171.6576,3/15/2013,24,44
3/22/2013,3966.0171,3/22/2013,24,44
3/29/2013,4101.4748,3/29/2013,24,44
4/5/2013,3987.3894,4/5/2013,24,44
4/12/2013,3955.3425,4/12/2013,24,44
4/19/2013,3728.4367,4/19/2013,24,44
4/26/2013,3636.0728,4/26/2013,24,44
5/3/2013,4269.9104,5/3/2013,24,44
5/10/2013,4407.3718,5/10/2013,24,44
5/17/2013,4620.6847,5/17/2013,24,44
5/24/2013,4245.4263,5/24/2013,24,44
5/31/2013,4670.0072,5/31/2013,24,44
6/7/2013,4673.3205,6/7/2013,24,44
6/14/2013,4868.2613,6/14/2013,24,44
6/21/2013,4562.667,6/21/2013,24,44
6/28/2013,4626.1583,6/28/2013,24,44
7/5/2013,4616.1498,7/5/2013,24,44
7/12/2013,4662.5429,7/12/2013,24,44
7/19/2013,4993.4859,7/19/2013,24,44
7/26/2013,5167.9746,7/26/2013,24,44
11/2/2012,13898.4677,11/2/2012,24,46
11/9/2012,14931.3996,11/9/2012,24,46
11/16/2012,14559.6554,11/16/2012,24,46
11/23/2012,15575.8079,11/23/2012,24,46
11/30/2012,14234.3759,11/30/2012,24,46
12/7/2012,17665.7463,12/7/2012,24,46
12/14/2012,21935.1294,12/14/2012,24,46
12/21/2012,33788.6032,12/21/2012,24,46
12/28/2012,20157.1873,12/28/2012,24,46
1/4/2013,12869.1515,1/4/2013,24,46
1/11/2013,12676.3377,1/11/2013,24,46
1/18/2013,13393.7615,1/18/2013,24,46
1/25/2013,12929.5051,1/25/2013,24,46
2/1/2013,14387.905,2/1/2013,24,46
2/8/2013,15299.0153,2/8/2013,24,46
2/15/2013,15373.3937,2/15/2013,24,46
2/22/2013,16133.8834,2/22/2013,24,46
3/1/2013,14609.7749,3/1/2013,24,46
3/8/2013,15645.1931,3/8/2013,24,46
3/15/2013,15458.701,3/15/2013,24,46
3/22/2013,15149.5173,3/22/2013,24,46
3/29/2013,14336.6363,3/29/2013,24,46
4/5/2013,16155.562,4/5/2013,24,46
4/12/2013,15700.356,4/12/2013,24,46
4/19/2013,15853.5563,4/19/2013,24,46
4/26/2013,15755.1064,4/26/2013,24,46
5/3/2013,17013.6698,5/3/2013,24,46
5/10/2013,17343.5672,5/10/2013,24,46
5/17/2013,17865.3235,5/17/2013,24,46
5/24/2013,18595.4248,5/24/2013,24,46
5/31/2013,18547.714,5/31/2013,24,46
6/7/2013,17360.2089,6/7/2013,24,46
6/14/2013,17102.4793,6/14/2013,24,46
6/21/2013,18890.6822,6/21/2013,24,46
6/28/2013,19349.3806,6/28/2013,24,46
7/5/2013,22707.9082,7/5/2013,24,46
7/12/2013,21583.7288,7/12/2013,24,46
7/19/2013,18465.5207,7/19/2013,24,46
7/26/2013,17889.2187,7/26/2013,24,46
12/28/2012,-49.5596,12/28/2012,24,47
1/18/2013,58.2618,1/18/2013,24,47
2/22/2013,141.0358,2/22/2013,24,47
11/2/2012,4252.0811,11/2/2012,24,49
11/9/2012,4940.1613,11/9/2012,24,49
11/16/2012,4502.4955,11/16/2012,24,49
11/23/2012,3733.1752,11/23/2012,24,49
11/30/2012,4316.9112,11/30/2012,24,49
12/7/2012,4460.4585,12/7/2012,24,49
12/14/2012,4419.5156,12/14/2012,24,49
12/21/2012,5390.4327,12/21/2012,24,49
12/28/2012,5324.8685,12/28/2012,24,49
1/4/2013,4285.9206,1/4/2013,24,49
1/11/2013,4838.758,1/11/2013,24,49
1/18/2013,5488.2261,1/18/2013,24,49
1/25/2013,5044.2216,1/25/2013,24,49
2/1/2013,4290.0393,2/1/2013,24,49
2/8/2013,5220.5965,2/8/2013,24,49
2/15/2013,5004.6499,2/15/2013,24,49
2/22/2013,5878.8508,2/22/2013,24,49
3/1/2013,3607.2551,3/1/2013,24,49
3/8/2013,4460.5884,3/8/2013,24,49
3/15/2013,4909.3308,3/15/2013,24,49
3/22/2013,6120.9223,3/22/2013,24,49
3/29/2013,5510.4308,3/29/2013,24,49
4/5/2013,5196.1496,4/5/2013,24,49
4/12/2013,5033.0254,4/12/2013,24,49
4/19/2013,5710.1362,4/19/2013,24,49
4/26/2013,4102.9163,4/26/2013,24,49
5/3/2013,4008.5928,5/3/2013,24,49
5/10/2013,4807.7347,5/10/2013,24,49
5/17/2013,4878.1095,5/17/2013,24,49
5/24/2013,5215.6075,5/24/2013,24,49
5/31/2013,5103.3887,5/31/2013,24,49
6/7/2013,4970.2606,6/7/2013,24,49
6/14/2013,4779.9065,6/14/2013,24,49
6/21/2013,5389.3378,6/21/2013,24,49
6/28/2013,5296.6443,6/28/2013,24,49
7/5/2013,3773.4508,7/5/2013,24,49
7/12/2013,4250.3631,7/12/2013,24,49
7/19/2013,5482.1613,7/19/2013,24,49
7/26/2013,5149.2682,7/26/2013,24,49
11/2/2012,1024.83,11/2/2012,24,50
11/9/2012,1023.195,11/9/2012,24,50
11/16/2012,1052.635,11/16/2012,24,50
11/23/2012,858.56,11/23/2012,24,50
11/30/2012,949.345,11/30/2012,24,50
12/7/2012,1188.54,12/7/2012,24,50
12/14/2012,1290.275,12/14/2012,24,50
12/21/2012,1277.805,12/21/2012,24,50
1/4/2013,1236.55,1/4/2013,24,50
1/11/2013,1228.43,1/11/2013,24,50
1/18/2013,1251.72,1/18/2013,24,50
1/25/2013,1352.135,1/25/2013,24,50
2/1/2013,1132.165,2/1/2013,24,50
2/8/2013,1161.51,2/8/2013,24,50
2/15/2013,1090.31,2/15/2013,24,50
2/22/2013,1365.655,2/22/2013,24,50
3/1/2013,688.975,3/1/2013,24,50
3/8/2013,1009.55,3/8/2013,24,50
3/15/2013,1176.915,3/15/2013,24,50
3/22/2013,1480.865,3/22/2013,24,50
4/5/2013,1211.24,4/5/2013,24,50
4/12/2013,1321.225,4/12/2013,24,50
4/19/2013,1331.595,4/19/2013,24,50
4/26/2013,928.34,4/26/2013,24,50
5/3/2013,1400.385,5/3/2013,24,50
5/10/2013,1342.23,5/10/2013,24,50
5/17/2013,1256.105,5/17/2013,24,50
5/24/2013,1282.805,5/24/2013,24,50
5/31/2013,1045.04,5/31/2013,24,50
6/7/2013,1062.965,6/7/2013,24,50
6/14/2013,1170.525,6/14/2013,24,50
6/21/2013,1241.615,6/21/2013,24,50
6/28/2013,1212.095,6/28/2013,24,50
7/12/2013,1110.645,7/12/2013,24,50
7/19/2013,1185.43,7/19/2013,24,50
7/26/2013,1111.68,7/26/2013,24,50
11/2/2012,1255.1085,11/2/2012,24,52
11/9/2012,1380.9823,11/9/2012,24,52
11/16/2012,1461.2736,11/16/2012,24,52
11/23/2012,2415.0227,11/23/2012,24,52
11/30/2012,1597.9713,11/30/2012,24,52
12/7/2012,1420.983,12/7/2012,24,52
12/14/2012,1393.0133,12/14/2012,24,52
12/21/2012,1417.6787,12/21/2012,24,52
12/28/2012,1278.0061,12/28/2012,24,52
1/4/2013,851.9269,1/4/2013,24,52
1/11/2013,870.3234,1/11/2013,24,52
1/18/2013,1112.7101,1/18/2013,24,52
1/25/2013,951.2635,1/25/2013,24,52
2/1/2013,1305.739,2/1/2013,24,52
2/8/2013,1330.5161,2/8/2013,24,52
2/15/2013,1405.4143,2/15/2013,24,52
2/22/2013,1353.9794,2/22/2013,24,52
3/1/2013,1285.3415,3/1/2013,24,52
3/8/2013,1280.051,3/8/2013,24,52
3/15/2013,1383.5778,3/15/2013,24,52
3/22/2013,1255.7165,3/22/2013,24,52
3/29/2013,1328.4416,3/29/2013,24,52
4/5/2013,1485.4218,4/5/2013,24,52
4/12/2013,1512.2698,4/12/2013,24,52
4/19/2013,1412.5208,4/19/2013,24,52
4/26/2013,1291.8121,4/26/2013,24,52
5/3/2013,1240.4766,5/3/2013,24,52
5/10/2013,1644.286,5/10/2013,24,52
5/17/2013,1863.0312,5/17/2013,24,52
5/24/2013,1681.1064,5/24/2013,24,52
5/31/2013,1653.3819,5/31/2013,24,52
6/7/2013,1441.7454,6/7/2013,24,52
6/14/2013,1427.6937,6/14/2013,24,52
6/21/2013,1392.2418,6/21/2013,24,52
6/28/2013,1502.1238,6/28/2013,24,52
7/5/2013,1350.6982,7/5/2013,24,52
7/12/2013,1374.6122,7/12/2013,24,52
7/19/2013,1248.6701,7/19/2013,24,52
7/26/2013,1270.4124,7/26/2013,24,52
11/2/2012,40.4529,11/2/2012,24,54
11/9/2012,26.2728,11/9/2012,24,54
11/16/2012,28.6514,11/16/2012,24,54
11/23/2012,18.4192,11/23/2012,24,54
11/30/2012,12.0068,11/30/2012,24,54
12/7/2012,46.2284,12/7/2012,24,54
12/14/2012,40.6112,12/14/2012,24,54
12/21/2012,37.944,12/21/2012,24,54
1/4/2013,61.2532,1/4/2013,24,54
1/11/2013,11.4716,1/11/2013,24,54
1/18/2013,52.4664,1/18/2013,24,54
2/1/2013,27.4695,2/1/2013,24,54
2/8/2013,31.3364,2/8/2013,24,54
2/22/2013,19.8582,2/22/2013,24,54
3/1/2013,13.2764,3/1/2013,24,54
3/8/2013,29.4948,3/8/2013,24,54
3/15/2013,32.2628,3/15/2013,24,54
3/22/2013,19.384,3/22/2013,24,54
4/5/2013,45.0968,4/5/2013,24,54
4/12/2013,22.0596,4/12/2013,24,54
4/19/2013,61.1732,4/19/2013,24,54
4/26/2013,33.2374,4/26/2013,24,54
5/10/2013,8.6968,5/10/2013,24,54
5/17/2013,54.9562,5/17/2013,24,54
5/24/2013,31.1424,5/24/2013,24,54
6/7/2013,38.2628,6/7/2013,24,54
6/14/2013,28.924,6/14/2013,24,54
6/21/2013,22.5664,6/21/2013,24,54
6/28/2013,17.2576,6/28/2013,24,54
7/5/2013,57.3892,7/5/2013,24,54
7/12/2013,14.5328,7/12/2013,24,54
7/19/2013,40.9352,7/19/2013,24,54
7/26/2013,16.0132,7/26/2013,24,54
11/2/2012,14282.6634,11/2/2012,24,55
11/9/2012,37571.9169,11/9/2012,24,55
11/16/2012,22665.3954,11/16/2012,24,55
11/23/2012,46840.2188,11/23/2012,24,55
11/30/2012,31075.8276,11/30/2012,24,55
12/7/2012,26190.817,12/7/2012,24,55
12/14/2012,32679.7232,12/14/2012,24,55
12/21/2012,57137.5183,12/21/2012,24,55
12/28/2012,29674.226,12/28/2012,24,55
1/4/2013,12943.4745,1/4/2013,24,55
1/11/2013,10885.6273,1/11/2013,24,55
1/18/2013,10616.0131,1/18/2013,24,55
1/25/2013,9069.6018,1/25/2013,24,55
2/1/2013,13449.0185,2/1/2013,24,55
2/8/2013,16258.1521,2/8/2013,24,55
2/15/2013,17516.6747,2/15/2013,24,55
2/22/2013,16054.6079,2/22/2013,24,55
3/1/2013,14416.2601,3/1/2013,24,55
3/8/2013,14734.5327,3/8/2013,24,55
3/15/2013,11034.1787,3/15/2013,24,55
